ABS000185;STU00038;MAT0027;8;3;17-05-0026;EXAMEN;0;4;21-11-2025
ABS000186;STU00038;MAT0003;8;3;15-04-0024;EXAMEN;1;1;21-11-2025
ABS000187;STU00038;MAT0002;8;3;16-03-0029;TP;1;1;21-11-2025
ABS000188;STU00038;MAT0006;8;3;16-05-0024;TD;1;1;21-11-2025
ABS000189;STU00038;MAT0013;8;3;17-05-0023;EXAMEN;1;1;21-11-2025
ABS000190;STU00038;MAT0035;8;3;16-03-0028;TD;1;3;21-11-2025
ABS000191;STU00038;MAT0029;8;3;17-03-0014;COURS;1;3;21-11-2025
ABS000192;STU00039;MAT0012;9;3;15-04-0020;EXAMEN;0;3;21-11-2025
ABS000193;STU00039;MAT0006;9;3;16-04-0015;COURS;1;2;21-11-2025
ABS000194;STU00039;MAT0012;9;3;16-04-0011;TP;1;2;21-11-2025
ABS000195;STU00040;MAT0021;10;3;17-03-0026;TD;0;1;21-11-2025
ABS000196;STU00040;MAT0007;10;3;16-04-0019;TP;0;3;21-11-2025
ABS000197;STU00040;MAT0008;10;3;16-04-0019;COURS;0;2;21-11-2025
ABS000198;STU00040;MAT0033;10;3;16-04-0023;EXAMEN;1;3;21-11-2025
ABS000199;STU00041;MAT0005;1;3;16-05-0020;EXAMEN;0;2;21-11-2025
ABS000200;STU00041;MAT0007;1;3;17-03-0015;TD;1;2;21-11-2025
ABS000201;STU00041;MAT0027;1;3;15-04-0025;EXAMEN;0;2;21-11-2025
ABS000202;STU00041;MAT0035;1;3;17-03-0018;TD;1;4;21-11-2025
ABS000203;STU00041;MAT0003;1;3;16-05-0021;COURS;1;3;21-11-2025
ABS000204;STU00041;;1;3;16-05-0012;COURS;1;4;21-11-2025
ABS000205;STU00041;MAT0017;1;3;16-04-0026;EXAMEN;1;2;21-11-2025
ABS000206;STU00041;MAT0033;1;3;16-05-0033;TP;0;1;21-11-2025
ABS000207;STU00041;MAT0026;1;3;15-04-0009;COURS;1;3;21-11-2025
ABS000208;STU00041;MAT0033;1;3;15-04-0013;TP;1;3;21-11-2025
ABS000209;STU00041;MAT0029;1;3;17-05-0015;TP;0;3;21-11-2025
ABS000210;STU00041;MAT0030;1;3;15-04-0013;TP;0;2;21-11-2025
ABS000211;STU00041;MAT0031;1;3;17-05-0007;COURS;1;2;21-11-2025
ABS000212;STU00041;MAT0032;1;3;15-04-0024;EXAMEN;1;1;21-11-2025
ABS000213;STU00041;MAT0029;1;3;17-05-0007;COURS;1;4;21-11-2025
ABS000214;STU00042;MAT0008;2;3;17-05-0007;EXAMEN;1;2;21-11-2025
ABS000215;STU00042;MAT0015;2;3;16-04-0007;COURS;1;3;21-11-2025
ABS000216;STU00042;MAT0020;2;3;16-03-0009;TD;0;4;21-11-2025
ABS000217;STU00042;MAT0018;2;3;15-04-0008;EXAMEN;1;2;21-11-2025
ABS000218;STU00043;MAT0018;3;3;17-03-0034;EXAMEN;0;2;21-11-2025
ABS000219;STU00043;MAT0012;3;3;17-05-0030;COURS;1;1;21-11-2025
ABS000220;STU00043;MAT0015;3;3;17-03-0015;TP;0;1;21-11-2025
ABS000221;STU00043;MAT0035;3;3;16-05-0028;TP;1;4;21-11-2025
ABS000222;STU00043;MAT0004;3;3;16-03-0020;TP;1;4;21-11-2025
ABS000223;STU00043;MAT0034;3;3;16-04-0010;EXAMEN;1;1;21-11-2025
ABS000224;STU00043;MAT0004;3;3;17-05-0014;TP;1;4;21-11-2025
ABS000225;STU00043;MAT0026;3;3;16-04-0007;TD;0;1;21-11-2025
ABS000226;STU00043;MAT0028;3;3;17-05-0014;COURS;1;2;21-11-2025
ABS000227;STU00043;MAT0020;3;3;16-03-0017;COURS;1;1;21-11-2025
ABS000228;STU00043;MAT0028;3;3;17-03-0022;COURS;1;3;21-11-2025
ABS000229;STU00043;MAT0007;3;3;16-04-0014;EXAMEN;0;3;21-11-2025
ABS000230;STU00043;MAT0022;3;3;16-03-0033;TD;1;4;21-11-2025
ABS000231;STU00043;MAT0029;3;3;17-03-0027;COURS;0;1;21-11-2025
ABS000232;STU00044;MAT0029;4;3;16-03-0008;COURS;0;4;21-11-2025
ABS000233;STU00044;MAT0004;4;3;17-03-0010;COURS;0;4;21-11-2025
ABS000234;STU00044;MAT0027;4;3;16-04-0010;TD;1;1;21-11-2025
ABS000235;STU00045;MAT0007;5;3;17-05-0026;TP;1;1;21-11-2025
ABS000236;STU00045;MAT0022;5;3;16-04-0023;TD;0;1;21-11-2025
ABS000237;STU00045;MAT0005;5;3;16-05-0029;TD;1;2;21-11-2025
ABS000238;STU00045;MAT0017;5;3;17-05-0023;TP;1;4;21-11-2025
ABS000239;STU00045;MAT0009;5;3;17-03-0014;COURS;0;3;21-11-2025
ABS000240;STU00045;MAT0033;5;3;16-05-0020;TP;0;2;21-11-2025
ABS000241;STU00046;MAT0019;6;3;16-05-0017;TP;1;2;21-11-2025
ABS000242;STU00046;MAT0033;6;3;17-03-0014;COURS;1;2;21-11-2025
ABS000243;STU00046;MAT0013;6;3;17-03-0027;COURS;0;4;21-11-2025
ABS000244;STU00046;MAT0030;6;3;16-05-0029;TP;1;3;21-11-2025
ABS000245;STU00046;MAT0027;6;3;16-05-0016;TP;0;4;21-11-2025
ABS000246;STU00046;MAT0015;6;3;17-03-0022;COURS;1;2;21-11-2025
ABS000247;STU00046;MAT0014;6;3;16-04-0026;TD;1;3;21-11-2025
ABS000248;STU00046;MAT0014;6;3;17-05-0019;EXAMEN;0;1;21-11-2025
ABS000249;STU00046;MAT0005;6;3;16-04-0007;TP;0;1;21-11-2025
ABS000250;STU00046;MAT0029;6;3;16-03-0016;TD;1;3;21-11-2025
ABS000251;STU00046;MAT0013;6;3;17-03-0007;TD;0;2;21-11-2025
ABS000252;STU00046;MAT0012;6;3;16-04-0030;TP;1;2;21-11-2025
ABS000253;STU00047;MAT0017;7;3;16-03-0033;COURS;0;2;21-11-2025
ABS000254;STU00047;MAT0008;7;3;16-04-0027;TP;1;3;21-11-2025
ABS000255;STU00047;MAT0024;7;3;16-04-0014;TP;1;4;21-11-2025
ABS000256;STU00047;MAT0008;7;3;16-05-0009;TD;1;2;21-11-2025
ABS000257;STU00047;MAT0035;7;3;16-03-0013;EXAMEN;1;3;21-11-2025
ABS000258;STU00047;MAT0016;7;3;16-05-0020;COURS;1;2;21-11-2025
ABS000259;STU00047;MAT0010;7;3;16-05-0016;TP;0;3;21-11-2025
ABS000260;STU00047;MAT0033;7;3;17-03-0034;EXAMEN;0;1;21-11-2025
ABS000261;STU00048;MAT0033;8;3;16-03-0012;EXAMEN;1;3;21-11-2025
ABS000262;STU00048;MAT0030;8;3;16-04-0023;TD;0;3;21-11-2025
ABS000263;STU00049;MAT0026;9;3;16-04-0015;COURS;0;2;21-11-2025
ABS000264;STU00049;MAT0016;9;3;16-04-0034;EXAMEN;0;4;21-11-2025
ABS000265;STU00049;MAT0011;9;3;15-04-0025;TP;0;1;21-11-2025
ABS000266;STU00049;MAT0006;9;3;17-03-0031;TP;1;3;21-11-2025
ABS000267;STU00049;MAT0003;9;3;16-03-0025;EXAMEN;1;3;21-11-2025
ABS000268;STU00049;MAT0030;9;3;15-04-0021;EXAMEN;1;4;21-11-2025
ABS000269;STU00050;MAT0017;10;3;16-04-0014;COURS;1;1;21-11-2025
ABS000270;STU00050;MAT0033;10;3;15-04-0033;COURS;1;2;21-11-2025
ABS000271;STU00050;MAT0005;10;3;17-03-0010;TP;0;2;21-11-2025
ABS000272;STU00050;MAT0022;10;3;15-04-0013;TP;0;3;21-11-2025
ABS000273;STU00051;MAT0035;1;3;17-05-0030;TP;0;3;21-11-2025
ABS000274;STU00051;MAT0023;1;3;15-04-0033;EXAMEN;1;1;21-11-2025
ABS000275;STU00051;MAT0033;1;3;16-04-0027;TD;1;2;21-11-2025
ABS000276;STU00051;MAT0014;1;3;17-03-0030;EXAMEN;0;4;21-11-2025
ABS000277;STU00051;MAT0030;1;3;16-05-0033;TP;1;3;21-11-2025
ABS000278;STU00051;MAT0027;1;3;16-03-0020;TD;1;1;21-11-2025
ABS000279;STU00051;MAT0009;1;3;16-04-0011;TP;1;1;21-11-2025
ABS000280;STU00051;MAT0023;1;3;15-04-0032;TP;0;4;21-11-2025
ABS000281;STU00051;MAT0026;1;3;17-05-0031;TP;0;1;21-11-2025
ABS000282;STU00051;MAT0003;1;3;16-05-0032;TD;0;3;21-11-2025
ABS000283;STU00052;MAT0026;2;3;17-05-0034;EXAMEN;0;4;21-11-2025
ABS000284;STU00052;MAT0025;2;3;16-03-0024;TD;1;3;21-11-2025
ABS000285;STU00053;MAT0007;3;3;16-03-0012;TD;0;4;21-11-2025
ABS000286;STU00053;MAT0013;3;3;16-03-0012;COURS;1;4;21-11-2025
ABS000287;STU00053;MAT0015;3;3;15-04-0013;TP;1;1;21-11-2025
ABS000288;STU00053;MAT0024;3;3;15-04-0008;COURS;0;4;21-11-2025
ABS000289;STU00053;MAT0008;3;3;15-04-0012;TD;1;4;21-11-2025
ABS000290;STU00054;MAT0014;4;3;17-03-0034;TP;1;4;21-11-2025
ABS000291;STU00054;MAT0020;4;3;17-03-0026;TD;1;4;21-11-2025
ABS000292;STU00054;;4;3;15-04-0013;TD;1;4;21-11-2025
ABS000293;STU00054;MAT0016;4;3;16-05-0032;TP;1;4;21-11-2025
ABS000294;STU00055;MAT0030;5;3;16-03-0016;TP;1;3;21-11-2025
ABS000295;STU00055;MAT0012;5;3;16-04-0026;EXAMEN;0;4;21-11-2025
ABS000296;STU00057;MAT0011;7;3;17-03-0034;TP;1;3;21-11-2025
ABS000297;STU00057;MAT0014;7;3;16-05-0009;EXAMEN;1;1;21-11-2025
ABS000298;STU00057;MAT0007;7;3;15-04-0009;TP;1;2;21-11-2025
ABS000299;STU00058;MAT0030;8;3;16-03-0009;EXAMEN;0;4;21-11-2025
ABS000300;STU00059;MAT0009;9;3;16-04-0010;TP;1;4;21-11-2025
ABS000301;STU00059;MAT0005;9;3;15-04-0021;COURS;1;2;21-11-2025
ABS000302;STU00059;MAT0009;9;3;16-05-0021;EXAMEN;1;2;21-11-2025
ABS000303;STU00060;MAT0012;10;3;17-05-0010;TP;0;4;21-11-2025
ABS000304;STU00060;;10;3;16-03-0009;TP;0;3;21-11-2025
ABS000305;STU00060;MAT0003;10;3;16-03-0013;TD;1;1;21-11-2025
ABS000306;STU00060;MAT0034;10;3;16-05-0032;COURS;1;3;21-11-2025
ABS000307;STU00060;;10;3;15-04-0008;COURS;1;2;21-11-2025
ABS000308;STU00060;MAT0016;10;3;17-03-0018;TD;0;4;21-11-2025
ABS000309;STU00060;MAT0022;10;3;17-03-0007;TD;1;1;21-11-2025
ABS000310;STU00060;MAT0011;10;3;17-03-0010;TD;0;1;21-11-2025
ABS000311;STU00061;MAT0035;1;3;16-05-0013;EXAMEN;1;1;21-11-2025
ABS000312;STU00061;MAT0007;1;3;16-03-0013;TP;0;1;21-11-2025
ABS000313;STU00061;MAT0021;1;3;16-04-0027;COURS;1;4;21-11-2025
ABS000314;STU00061;MAT0018;1;3;16-03-0009;TP;0;2;21-11-2025
ABS000315;STU00062;MAT0035;2;3;16-03-0029;TD;0;1;21-11-2025
ABS000316;STU00063;MAT0009;3;3;15-04-0028;TP;0;3;21-11-2025
ABS000317;STU00063;MAT0005;3;3;17-05-0022;TP;0;4;21-11-2025
ABS000318;STU00068;MAT0013;8;3;15-04-0016;TD;1;1;21-11-2025
ABS000319;STU00068;MAT0029;8;3;17-03-0030;TP;0;3;21-11-2025
ABS000320;STU00068;MAT0003;8;3;16-05-0032;EXAMEN;1;3;21-11-2025
ABS000321;STU00068;MAT0022;8;3;17-03-0014;TP;0;1;21-11-2025
ABS000322;STU00068;MAT0015;8;3;17-05-0014;EXAMEN;1;2;21-11-2025
ABS000323;STU00069;MAT0004;9;3;16-03-0013;TD;1;2;21-11-2025
ABS000324;STU00069;MAT0014;9;3;16-03-0012;TD;1;4;21-11-2025
